ARNTL2	CCDC115	0.00221519445724242	2
ARNTL2	ESYT1	0.00862966389106174	2
ARNTL2	HSPD1	0.000720970478769712	2
ARNTL2	PARVB	0.00536396605123807	2
ARNTL2	PUS1	0.0058901271984114	2
ARNTL2	ZZZ3	0.00781234904122135	2
BATF	ADAM17	0.000326036645012287	3
BATF	ALOX5AP	1.39938762385022e-05	3
BATF	AP3M2	0.00117535229594513	3
BATF	ATP1A1	0.00949813237082167	3
BATF	BATF	1.71417586398119e-06	2
BATF	BIRC3	0.0042533558652432	2
BATF	BMF	0.00210917037902494	4
BATF	BUD13	4.48459109427068e-05	2
BATF	BYSL	0.00995758173056428	2
BATF	C16orf87	0.00234379887873031	3
BATF	CARD8	0.00564637468990395	3
BATF	CD44	0.00763849494442852	2
BATF	CDCA4	0.00621038772804039	2
BATF	CDCA7	0.000662203245191859	2
BATF	CSK	0.00311425565450682	2
BATF	DAAM1	0.00546632753233533	3
BATF	DAP	0.00780954539179405	2
BATF	DERL1	0.00388934986460187	4
BATF	ENPP2	2.7627345715276e-06	2
BATF	FLOT1	0.00275040523989339	3
BATF	GABARAPL2	0.002550425613734	2
BATF	GPR114	0.00699923554387354	2
BATF	HIST1H2BD	0.000318942605665295	2
BATF	HNRNPA1	0.00337156210790653	2
BATF	IFIT3	0.00674997480461696	3
BATF	ITCH	0.00486376628426126	2
BATF	ITPRIPL2	0.004348553763337	2
BATF	LAPTM5	0.00114781233395672	4
BATF	LINC00426	0.0099299262733314	2
BATF	MAPKAPK2	0.00109452765774023	3
BATF	MCM6	2.30871345496967e-08	2
BATF	MORC3	0.00345394124028572	2
BATF	NINJ2	0.00431812581447002	2
BATF	PDP2	0.000268985831246502	2
BATF	PLEKHF2	0.00492329181648719	2
BATF	PPP1R11	0.00167430631978186	2
BATF	PRC1	0.00285544919852209	2
BATF	PRKCB	0.00820744309707021	5
BATF	RMI2	0.00863180827286153	3
BATF	RNF167	0.000768089101900467	2
BATF	RUNX3	0.000679437304130887	3
BATF	SERTAD2	4.88339654507938e-05	2
BATF	SF3A1	0.000408757061979908	3
BATF	SGK1	0.000888150020211182	3
BATF	SLC37A1	1.65993057791418e-05	3
BATF	SLC9A9	0.00850627090163354	4
BATF	STRN3	0.00948307134553448	2
BATF	SYTL3	0.00233647133328798	3
BATF	TBC1D10A	0.00868783421793901	3
BATF	TMEM140	0.00253168828389267	2
BATF	TRANK1	0.000396479089248988	2
BATF	TRAPPC3	0.00302559614181139	2
BATF	TRIP4	0.000362864208155703	2
BATF	TWF2	0.00254844047290785	3
BATF	USPL1	0.00627441798211926	2
BATF	VNN2	0.00116891543120214	3
BATF	WDR75	0.00162550685002043	2
BATF	WDR91	0.00109154656140809	2
BATF	ZC3H10	0.00699252456622068	2
BCL3	BCL3	5.63572893489537e-08	2
BCL3	BMF	0.000110970088550128	5
BCL3	BRD2	0.00703919452815183	2
BCL3	BRF1	0.00407815244512416	2
BCL3	C6orf47	0.00459116339246696	2
BCL3	CAMK1D	0.000405886435713874	3
